Time (msec),AFCorrection,AFLearning,AFR,LOAD,RPM,Knock,FineLearnKnock,IAM,IgnitionTotalTiming,IDC,AIT,Boost,Manifold Relative Pressure (Corrected) (psi),MAF,Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Vehicle Speed (mph)
1336712,0,-0.78,15.04,0.46,2942,0,0,1,39.5,7.57,138,7.4,-6.53,22.9,2.2,15.29,29
1336779,1.56,-0.78,15.27,0.47,2917,0,0,1,39.5,7.46,138,7.25,-6.67,22.67,2.16,15.29,29
1336844,4.69,-0.78,15.5,0.45,2932,0,0,1,39.5,7.46,138,7.11,-6.82,21.32,2.12,14.51,29
1336911,5.47,-0.78,15.27,0.41,2955,0,0,1,39.5,6.94,138,6.67,-7.25,17.56,2,12.94,29
1336980,4.69,-0.78,14.59,0.35,2919,0,0,1,40,6.26,138,5.95,-7.98,15.23,1.94,12.55,29
1337046,3.12,-0.78,14.13,0.32,2910,0,0,1,40,6.22,138,5.51,-8.42,14.35,1.92,12.55,29
1337113,3.91,-0.78,14.24,0.31,2957,0,0,1,40,5.68,138,5.22,-8.71,14.63,1.92,12.55,29
1337182,3.91,-0.78,14.47,0.3,2945,0,0,1,40,5.69,140,5.08,-8.85,14.51,1.9,12.55,29
1337246,3.12,-0.78,14.47,0.28,2941,0,0,1,40,5.63,140,4.79,-9,12.76,1.86,11.37,29
1337314,3.12,-0.78,14.47,0.26,2932,0,0,1,39.5,4.97,140,4.64,-9.29,12.02,1.8,10.98,29
1337381,1.56,-0.78,14.24,0.25,2937,0,0,1,39.5,5.02,140,4.35,-9.58,11.45,1.8,10.98,29
1337450,0.78,-0.78,14.13,0.24,2924,0,0,1,39.5,5.02,140,4.35,-9.58,11.74,1.82,11.37,29
1337515,0,-0.78,14.24,0.24,2919,0,0,1,39.5,4.98,140,4.35,-9.58,11.94,1.82,11.37,29
1337581,0,-0.78,14.47,0.24,2940,0,0,1,39.5,4.99,140,4.21,-9.58,11.78,1.8,10.98,29
1337652,0.78,-0.78,14.81,0.24,2942,0,0,1,39.5,5.02,140,4.21,-9.72,11.2,1.78,10.98,29
1337717,0.78,-0.78,14.93,0.23,2920,0,0,1,39.5,4.98,140,4.06,-9.87,11.22,1.78,10.98,29
1337784,1.56,-0.78,14.93,0.22,2916,0,0,1,39.5,4.36,140,4.06,-9.87,10.51,1.74,10.2,29
1337850,1.56,-0.78,14.81,0.2,2928,0,0,1,39.5,4.37,140,3.92,-10.01,8.73,1.66,9.41,29
1337919,1.56,-0.78,14.7,0.18,2893,0,0,1,39.5,1.86,140,3.63,-10.3,8.01,1.64,9.02,29
1337984,1.56,-0.78,14.59,0.17,2865,0,0,1,39,1.84,140,3.48,-10.45,7.8,1.64,9.02,29
1338050,2.34,-0.78,14.93,0.16,2904,0,0,1,39,1.87,140,3.48,-10.45,7.67,1.62,9.02,29
1338120,3.91,-0.78,15.39,0.16,2948,0,0,1,38.5,1.88,140,3.34,-10.59,7.62,1.62,9.02,29
1338185,6.25,-0.78,15.96,0.16,2899,0,0,1,38.5,1.85,140,3.34,-10.59,7.67,1.62,9.02,29
1338251,9.38,0,17,0.16,2873,0,0,1,38,1.85,140,3.48,-10.59,7.62,1.62,9.02,29
1338327,12.5,0,17.46,0.16,2899,0,0,1,38,1.86,140,3.34,-10.59,7.62,1.62,9.02,29
1338386,0,0,17.34,0.16,2891,0,0,1,37.5,1.83,140,3.34,-10.59,7.71,1.62,9.02,29
1338456,0,0,17.69,0.16,2868,0,0,1,37,1.84,140,3.34,-10.59,7.54,1.62,9.02,30
1338520,0,0,17.11,0.16,2860,0,0,1,37,1.84,140,3.34,-10.59,7.62,1.62,9.02,30
1338588,0,0,16.31,0.16,2864,0,0,1,36.5,1.83,140,3.34,-10.59,7.62,1.62,9.02,30
1338655,0,0,15.5,0.16,2843,0,0,1,36.5,1.82,140,3.48,-10.45,7.62,1.62,9.02,30
1338720,0,2.34,16.88,0.16,2867,0,0,1,36,1.82,140,3.48,-10.45,7.62,1.62,9.02,30
1338788,0,2.34,18.49,0.16,2868,0,0,1,36,1.84,140,3.48,-10.45,7.58,1.62,9.02,30
1338858,0,2.34,20.44,0.16,2836,0,0,1,35.5,1.82,140,3.48,-10.45,7.62,1.62,9.02,30
1338924,0,2.34,20.56,0.16,2811,0,0,1,35,1.81,140,3.48,-10.45,7.62,1.62,9.02,29
1338987,0,2.34,20.56,0.16,2819,0,0,1,35,1.8,140,3.48,-10.45,7.71,1.62,9.41,29
1339054,0,2.34,20.56,0.16,2812,0,0,1,34.5,1.8,140,3.48,-10.45,7.58,1.62,9.02,29
1339123,0,2.34,20.56,0.16,2830,0,0,1,34.5,1.8,140,3.63,-10.3,7.71,1.62,9.02,29
1339191,0,2.34,20.56,0.17,2836,0,0,1,34,1.81,140,3.63,-10.3,7.75,1.62,9.02,29
1339260,0,2.34,20.56,0.17,2813,0,0,1,34,1.79,140,3.63,-10.3,7.71,1.62,9.02,29
1339323,0,2.34,20.56,0.17,2756,0,0,1,33.5,1.77,140,3.63,-10.3,7.71,1.62,9.02,29
1339393,0,2.34,20.56,0.17,2764,0,0,1,33,1.78,140,3.63,-10.3,7.84,1.62,9.02,29
1339458,0,2.34,20.56,0.17,2762,0,0,1,33,1.78,140,3.63,-10.3,7.75,1.62,9.02,29
1339525,0,2.34,20.56,0.17,2740,0,0,1,32.5,1.75,140,3.63,-10.3,7.88,1.64,9.02,29
1339591,0,2.34,20.56,0.17,2756,0,0,1,32.5,1.77,140,3.63,-10.3,7.8,1.64,9.02,29
1339658,0,2.34,20.56,0.17,2765,0,0,1,32,1.77,140,3.63,-10.3,7.8,1.64,9.02,29
1339726,0,2.34,20.56,0.17,2766,0,0,1,32,1.76,140,3.63,-10.3,7.75,1.62,9.02,29
1339799,0,2.34,20.56,0.17,2762,0,0,1,31.5,1.76,140,3.63,-10.3,7.84,1.62,9.02,29
1339860,0,2.34,20.56,0.17,2758,0,0,1,31.5,1.75,140,3.63,-10.3,7.8,1.62,9.02,28
1339927,0,2.34,20.56,0.17,2741,0,0,1,31,1.75,140,3.63,-10.3,7.71,1.62,9.02,28
1339994,0,2.34,20.56,0.17,2724,0,0,1,31,1.74,140,3.63,-10.3,7.67,1.62,9.02,28
1340060,0,2.34,20.56,0.17,2723,0,0,1,30.5,1.74,140,3.63,-10.3,7.75,1.64,9.02,28
1340127,0,2.34,20.56,0.18,2724,0,0,1,30.5,1.74,140,3.63,-10.3,7.84,1.64,9.02,28
1340194,0,2.34,20.56,0.18,2717,0,0,1,30,1.74,140,3.63,-10.3,7.84,1.64,9.02,28
1340261,0,2.34,20.56,0.18,2717,0,0,1,30,1.74,140,3.63,-10.3,7.8,1.62,9.02,28
1340328,0,2.34,20.56,0.18,2714,0,0,1,29.5,1.73,140,3.63,-10.3,7.71,1.62,9.02,28
1340394,0,2.34,20.56,0.18,2700,0,0,1,29,1.73,140,3.63,-10.3,7.67,1.62,9.02,28
1340462,0,2.34,20.56,0.18,2689,0,0,1,29,1.72,140,3.63,-10.3,7.62,1.62,9.02,28
1340528,0,2.34,20.56,0.18,2686,0,0,1,28.5,1.72,140,3.63,-10.3,7.71,1.62,9.02,28
1340597,0,2.34,20.56,0.18,2682,0,0,1,28.5,1.71,140,3.63,-10.3,7.71,1.62,9.02,28
1340663,0,2.34,20.56,0.18,2674,0,0,1,28,1.71,140,3.63,-10.3,7.62,1.62,9.02,28
1340730,0,2.34,20.56,0.18,2673,0,0,1,28,1.71,140,3.63,-10.3,7.71,1.62,9.02,28
1340797,0,2.34,20.56,0.18,2673,0,0,1,27.5,1.71,140,3.63,-10.3,7.71,1.62,9.02,27
1340864,0,2.34,20.56,0.18,2663,0,0,1,27.5,1.7,140,3.77,-10.16,7.8,1.62,9.02,27
1340932,0,2.34,20.56,0.18,2652,0,0,1,27,1.7,140,3.63,-10.16,7.8,1.62,9.02,27
1340998,0,2.34,20.56,0.18,2641,0,0,1,27,1.68,140,3.77,-10.16,7.71,1.62,9.02,27
1341068,0,2.34,20.56,0.18,2627,0,0,1,26.5,1.67,140,3.63,-10.16,7.62,1.62,9.02,27
1341134,0,2.34,20.56,0.18,2608,0,0,1,26,1.66,140,3.77,-10.16,7.71,1.62,9.02,27
1341200,0,2.34,20.56,0.18,2578,0,0,1,26,1.65,140,3.77,-10.16,7.75,1.62,9.02,27
1341270,0,2.34,20.56,0.18,2562,0,0,1,25.5,1.64,140,3.63,-10.3,7.62,1.62,9.02,27
1341334,0,2.34,20.56,0.19,2556,0,0,1,25.5,1.65,140,3.63,-10.3,7.71,1.62,9.02,27
1341400,0,2.34,20.56,0.19,2546,0,0,1,25,1.64,140,3.63,-10.3,7.71,1.62,9.02,27
1341467,0,2.34,20.56,0.19,2540,0,0,1,25,1.62,140,3.77,-10.3,7.75,1.62,9.02,27
1341534,0,2.34,20.56,0.19,2514,0,0,1,24.5,1.6,140,3.63,-10.16,7.67,1.62,9.02,27
1341601,0,2.34,20.56,0.19,2484,0,0,1,24.5,1.59,140,3.63,-10.3,7.71,1.62,9.02,27
1341670,0,2.34,20.56,0.19,2466,0,0,1,24,1.59,140,3.77,-10.16,7.67,1.62,9.02,27
1341735,0,2.34,20.56,0.19,2445,0,0,1,24,1.57,140,3.63,-10.16,7.62,1.62,9.02,26
1341802,0,2.34,20.56,0.2,2448,0,0,1,23.5,1.56,140,3.77,-10.16,7.71,1.62,9.02,26
1341868,0,2.34,20.56,0.2,2426,0,0,1,23.5,1.55,140,3.77,-10.16,7.71,1.62,9.02,26
1341940,0,2.34,20.56,0.2,2408,0,0,1,23.5,1.55,140,3.77,-10.16,7.62,1.62,9.02,26
1342004,0,2.34,20.56,0.2,2399,0,0,1,23.5,1.52,140,3.77,-10.16,7.62,1.62,9.02,26
1342070,0,2.34,20.56,0.2,2366,0,0,1,23.5,1.51,140,3.77,-10.16,7.62,1.62,9.02,26
1342138,0,2.34,20.56,0.2,2343,0,0,1,23.5,1.51,140,3.77,-10.16,7.54,1.62,9.02,26
1342204,0,2.34,20.56,0.2,2336,0,0,1,23.5,1.48,140,3.77,-10.16,7.45,1.6,8.63,25
1342274,0,2.34,20.56,0.2,2298,0,0,1,23.5,1.48,140,3.77,-10.16,7.03,1.58,8.63,25
1342338,0,2.34,20.56,0.19,2280,0,0,1,23.5,1.45,140,3.77,-10.16,6.94,1.58,8.63,25
1342406,0,2.34,20.56,0.19,2238,0,0,1,23.5,1.44,140,3.77,-10.16,6.9,1.58,8.63,25
1342472,0,2.34,20.56,0.19,2238,0,0,1,23.5,1.42,140,3.77,-10.16,6.86,1.56,8.24,25
1342540,0,2.34,20.56,0.19,2199,0,0,1,23.5,1.41,140,3.77,-10.16,6.61,1.56,8.24,25
1342606,0,2.34,20.56,0.19,2186,0,0,1,23.5,1.39,140,3.77,-10.16,6.55,1.56,8.24,25
1342673,0,2.34,20.56,0.19,2153,0,0,1,23.5,1.39,140,3.77,-10.16,6.34,1.52,8.24,24
1342745,0,2.34,20.56,0.18,2142,0,0,1,23.5,1.36,140,3.77,-10.16,6.19,1.52,7.84,24
1342806,0,2.34,20.56,0.18,2120,0,0,1,23.5,1.35,140,3.77,-10.16,6.16,1.52,7.84,24
1342874,0,2.34,20.56,0.18,2093,0,0,1,23.5,1.35,140,3.77,-10.16,6.19,1.52,7.84,24
1342938,0,2.34,20.56,0.18,2071,0,0,1,23.5,1.31,140,3.77,-10.16,6.13,1.52,7.84,24
1343008,0,2.34,20.56,0.18,2039,0,0,1,23.5,1.29,140,3.77,-10.16,6.07,1.52,7.84,24
1343074,0,2.34,20.56,0.18,2018,0,0,1,23.5,1.3,140,3.77,-10.16,5.89,1.5,7.45,24
1343143,0,2.34,20.56,0.18,1996,0,0,1,23.5,1.28,140,3.77,-10.16,5.77,1.48,7.45,22
1343209,0,2.34,20.56,0.18,1958,0,0,1,23.5,1.24,140,3.77,-10.16,5.71,1.48,7.45,22
1343275,0,2.34,20.56,0.18,1956,0,0,1,23.5,1.24,140,3.77,-10.16,5.49,1.46,7.06,22
1343343,0,2.34,20.56,0.17,1952,0,0,1,23.5,1.24,140,3.63,-10.3,5.37,1.46,7.06,22
1343412,0,2.34,20.56,0.17,1887,0,0,1,23.5,1.21,140,3.63,-10.3,5.37,1.46,7.06,22
1343477,0,2.34,20.56,0.17,1868,0,0,1,23.5,1.2,140,3.63,-10.3,5.37,1.46,7.06,22
1343544,0,2.34,20.56,0.17,1868,0,0,1,23.5,1.2,140,3.63,-10.3,5.26,1.44,7.06,22
1343614,0,2.34,20.56,0.17,1835,0,0,1,23.5,1.18,140,3.63,-10.3,5.2,1.44,7.06,21
1343674,0,2.34,20.56,0.17,1807,0,0,1,23.5,1.16,140,3.63,-10.3,5.15,1.44,7.06,21
1343741,0,2.34,20.56,0.17,1810,0,0,1,23.5,1.17,140,3.63,-10.3,5.15,1.44,7.06,21
1343810,0,2.34,20.56,0.17,1798,0,0,1,23.5,1.15,140,3.63,-10.3,5.06,1.44,7.06,21
1343880,0,2.34,20.56,0.17,1765,0,0,1,23,1.13,140,3.63,-10.3,5.03,1.44,7.06,21
1343946,0,2.34,20.56,0.17,1758,0,0,1,22.5,1.13,140,3.63,-10.3,5.03,1.44,7.06,21
1344015,0,2.34,20.56,0.18,1759,0,0,1,22.5,1.13,140,3.63,-10.3,5.09,1.44,7.06,21
1344081,0,2.34,20.56,0.18,1742,0,0,1,22.5,1.12,140,3.63,-10.3,5.03,1.42,7.06,21
1344152,0,2.34,20.56,0.18,1732,0,0,1,22,1.12,140,3.63,-10.3,5.03,1.42,6.67,19
1344214,0,2.34,20.56,0.18,1737,0,0,1,22.5,1.12,140,3.63,-10.3,4.95,1.42,6.67,19
1344280,0,2.34,20.56,0.17,1726,0,0,1,22,1.11,140,3.48,-10.45,4.87,1.4,6.67,19
1344344,0,2.34,20.56,0.17,1714,0,0,1,22,1.1,140,3.48,-10.45,4.81,1.42,6.67,19
1344414,0,2.34,20.56,0.17,1728,0,0,1,22,1.1,140,3.48,-10.45,4.87,1.42,6.67,19
1344482,0,2.34,20.56,0.17,1724,0,0,1,22,1.09,140,3.48,-10.45,4.87,1.42,6.67,19
1344549,0,2.34,20.56,0.17,1708,0,0,1,22,1.08,140,3.48,-10.45,4.78,1.4,6.67,19
1344615,0,2.34,20.56,0.17,1694,0,0,1,21.5,1.08,140,3.48,-10.45,4.75,1.4,6.67,18
1344682,0,2.34,20.56,0.17,1697,0,0,1,21.5,1.08,140,3.48,-10.45,4.81,1.4,6.67,18
1344753,0,2.34,20.56,0.17,1691,0,0,1,21.5,1.09,140,3.48,-10.45,4.81,1.42,6.67,18
1344820,0,2.34,20.56,0.18,1674,0,0,1,21,1.07,140,3.48,-10.45,4.75,1.4,6.67,18
1344884,0,2.34,20.56,0.18,1652,0,0,1,20.5,1.06,140,3.48,-10.45,4.75,1.4,6.67,18
1344950,0,2.34,20.56,0.18,1638,0,0,1,20.5,1.06,140,3.48,-10.45,4.75,1.4,6.67,18
1345016,0,2.34,20.56,0.18,1654,0,0,1,21,1.05,140,3.48,-10.45,4.7,1.4,6.27,18
1345085,0,2.34,20.56,0.18,1667,0,0,1,21,1.06,140,3.48,-10.45,4.65,1.4,6.27,17
1345154,0,2.34,20.56,0.17,1665,0,0,1,21,1.06,140,3.48,-10.45,4.65,1.4,6.27,17
1345217,0,2.34,20.56,0.17,1649,0,0,1,20.5,1.06,140,3.48,-10.45,4.62,1.4,6.27,17
1345287,0,2.34,20.56,0.17,1659,0,0,1,21,1.07,140,3.48,-10.45,4.65,1.4,6.27,17
1345352,0,2.34,20.56,0.17,1656,0,0,1,21,1.06,140,3.34,-10.59,4.6,1.4,6.27,17
1345420,0,2.34,20.56,0.17,1654,0,0,1,21,1.05,140,3.34,-10.59,4.6,1.4,6.27,17
1345485,0,2.34,20.56,0.17,1652,0,0,1,21,1.05,140,3.34,-10.59,4.67,1.4,6.27,17
1345555,0,2.34,20.56,0.17,1664,0,0,1,21,1.06,140,3.34,-10.59,4.7,1.4,6.27,17
1345620,0,2.34,20.56,0.17,1651,0,0,1,20.5,1.06,140,3.34,-10.59,4.7,1.4,6.27,17
1345689,0,2.34,20.56,0.18,1632,0,0,1,20.5,1.05,140,3.34,-10.59,4.7,1.4,6.27,17
1345758,0,2.34,20.56,0.18,1646,0,0,1,20.5,1.06,140,3.34,-10.59,4.7,1.4,6.27,17
1345821,0,2.34,20.56,0.18,1651,0,0,1,21,1.06,140,3.34,-10.59,4.7,1.4,6.27,17
1345889,0,2.34,20.56,0.18,1649,0,0,1,20.5,1.05,140,3.34,-10.59,4.7,1.4,6.27,17
1345956,0,2.34,20.56,0.18,1648,0,0,1,20.5,1.05,140,3.34,-10.59,4.7,1.4,6.27,17
1346022,0,2.34,20.56,0.18,1661,0,0,1,21,1.06,140,3.34,-10.59,4.65,1.4,6.27,17
1346089,0,2.34,20.56,0.18,1646,0,0,1,20.5,1.06,140,3.34,-10.59,4.65,1.4,6.27,17
1346158,0,2.34,20.56,0.18,1627,0,0,1,20.5,1.05,140,3.34,-10.59,4.65,1.4,6.27,17
1346223,0,2.34,20.56,0.18,1633,0,0,1,20.5,1.06,140,3.34,-10.59,4.62,1.4,6.27,17
1346293,0,2.34,20.56,0.17,1657,0,0,1,21,1.05,140,3.34,-10.59,4.65,1.4,6.27,17
1346358,0,2.34,20.56,0.17,1648,0,0,1,20.5,1.04,140,3.34,-10.59,4.65,1.4,6.27,17
1346424,0,2.34,20.56,0.18,1632,0,0,1,20.5,1.04,140,3.34,-10.59,4.65,1.4,6.27,17
1346491,0,2.34,20.56,0.18,1632,0,0,1,20.5,1.06,140,3.34,-10.59,4.7,1.4,6.27,16
1346558,0,2.34,20.56,0.18,1644,0,0,1,20.5,1.06,140,3.34,-10.59,4.7,1.4,6.67,16
1346625,0,2.34,20.56,0.18,1624,0,0,1,20.5,1.04,140,3.34,-10.59,4.65,1.4,6.27,16
1346693,0,2.34,20.56,0.18,1625,0,0,1,20.5,1.03,140,3.34,-10.59,4.65,1.4,6.27,16
1346760,0,2.34,20.56,0.18,1644,0,0,1,20.5,1.05,140,3.34,-10.59,4.6,1.38,6.27,16
1346827,0,2.34,20.56,0.18,1643,0,0,1,20.5,1.05,140,3.34,-10.59,4.65,1.4,6.27,16
1346894,0,2.34,20.56,0.18,1613,0,0,1,20,1.04,140,3.34,-10.59,4.65,1.4,6.27,16
1346960,0,2.34,20.56,0.18,1612,0,0,1,20,1.04,140,3.34,-10.59,4.65,1.4,6.27,16
1347033,0,2.34,20.56,0.18,1644,0,0,1,20.5,1.05,140,3.34,-10.59,4.7,1.4,6.27,16
1347094,0,2.34,20.56,0.18,1640,0,0,1,20.5,1.04,140,3.34,-10.59,4.65,1.4,6.27,16
1347163,0,2.34,20.56,0.18,1616,0,0,1,20,1.03,140,3.34,-10.59,4.6,1.4,6.27,16
1347229,0,2.34,20.56,0.18,1612,0,0,1,20,2.43,140,3.34,-10.59,4.65,1.4,6.27,16
1347295,0,2.34,20.56,0.18,1629,0,0,1,11.5,2.45,140,3.34,-10.59,4.6,1.42,7.06,16
1347362,0,2.34,20.56,0.19,1624,0,0,1,11.5,2.45,140,3.48,-10.45,5.46,1.48,7.45,16
1347429,0,2.34,20.56,0.2,1657,0,0,1,12.5,2.8,140,3.63,-10.3,5.77,1.5,7.84,16
1347496,0,2.34,20.56,0.21,1609,0,0,1,15,2.72,140,3.63,-10.3,5.83,1.5,7.84,16
1347565,0,2.34,20.56,0.21,1610,0,0,1,17.5,2.81,140,3.63,-10.3,5.86,1.52,8.24,16
1347629,0,2.34,20.56,0.22,1668,0,0,1,20,2.86,140,3.77,-10.16,6.19,1.52,8.24,16
1347697,0,2.34,20.56,0.22,1646,0,0,1,23,2.83,140,3.77,-10.16,6.25,1.54,8.24,16
1347764,0,2.34,20.56,0.23,1632,0,0,1,25.5,2.79,140,3.77,-10.16,6.37,1.54,8.24,16
1347830,0,2.34,20.56,0.23,1643,0,0,1,28,3.13,140,3.92,-10.01,6.43,1.54,8.24,16
1347897,0,2.34,20.56,0.24,1638,0,0,1,30.5,3.13,140,3.92,-10.01,6.43,1.54,8.24,17
1347964,0,2.34,19.06,0.23,1647,0,0,1,33.5,3.16,140,3.92,-10.01,5.86,1.48,7.45,17
1348031,0,2.34,17.34,0.22,1645,0,0,1,35.5,2.83,140,3.77,-10.16,5.37,1.44,6.67,17
1348098,0,2.34,15.96,0.2,1665,0,0,1,37,1.07,140,3.48,-10.45,4.7,1.38,6.27,17
1348166,0,2.34,14.59,0.19,1670,0,0,1,36.5,1.07,140,3.34,-10.59,4.6,1.38,6.27,17
1348233,0,2.34,13.9,0.18,1669,0,0,1,36.5,1.06,140,3.34,-10.59,4.54,1.38,6.27,17
1348299,0,2.34,13.21,0.18,1687,0,0,1,36,1.08,140,3.19,-10.74,4.54,1.38,6.27,17
1348367,0,2.34,12.98,0.17,1698,0,0,1,36,1.08,140,3.19,-10.74,4.54,1.38,6.67,17
1348435,0,2.34,13.09,0.17,1670,0,0,1,35.5,1.06,140,3.19,-10.74,4.62,1.4,6.67,17
1348501,0,2.34,13.67,0.17,1660,0,0,1,35,1.08,140,3.19,-10.74,4.7,1.4,6.67,17
1348570,0,2.34,14.24,0.17,1698,0,0,1,35,1.1,140,3.19,-10.74,4.73,1.4,6.67,17
1348634,0,2.34,14.7,0.17,1677,0,0,1,34.5,1.08,140,3.19,-10.74,4.7,1.4,6.67,17
1348701,0,2.34,15.62,0.17,1664,0,0,1,34.5,1.08,140,3.19,-10.74,4.75,1.4,6.67,17
1348770,0,2.34,16.54,0.17,1700,0,0,1,34.5,1.08,140,3.19,-10.74,4.7,1.4,6.67,17
1348837,0,2.34,16.77,0.17,1702,0,0,1,34,1.08,140,3.19,-10.74,4.7,1.4,6.67,17
1348902,0,2.34,17.8,0.17,1682,0,0,1,33.5,1.07,140,3.19,-10.74,4.7,1.4,6.67,17
1348970,0,2.34,19.52,0.17,1691,0,0,1,33.5,1.07,140,3.34,-10.59,4.73,1.4,6.67,17
1349038,0,2.34,20.56,0.17,1695,0,0,1,33,1.08,140,3.19,-10.74,4.75,1.4,6.67,17
1349100,0,2.34,20.56,0.17,1682,0,0,1,33,1.08,140,3.19,-10.74,4.73,1.4,6.67,17
1349172,0,2.34,20.56,0.17,1681,0,0,1,32.5,1.08,140,3.19,-10.74,4.67,1.4,6.67,17
1349237,0,2.34,20.56,0.17,1679,0,0,1,32.5,1.08,140,3.19,-10.74,4.65,1.4,6.67,17
1349303,0,2.34,20.56,0.17,1668,0,0,1,32,1.08,140,3.19,-10.74,4.65,1.4,6.67,17
1349370,0,2.34,20.56,0.17,1692,0,0,1,32,1.08,140,3.34,-10.59,4.7,1.4,6.67,17
1349441,0,2.34,20.56,0.17,1691,0,0,1,31.5,1.07,140,3.34,-10.59,4.75,1.4,6.67,17
1349504,0,2.34,20.56,0.17,1679,0,0,1,31.5,1.07,140,3.34,-10.59,4.73,1.4,6.67,17
1349571,0,2.34,20.56,0.17,1688,0,0,1,31,1.08,140,3.34,-10.59,4.7,1.4,6.67,17
1349639,0,2.34,20.56,0.17,1683,0,0,1,31,1.08,140,3.34,-10.59,4.7,1.4,6.27,17
1349707,0,2.34,20.56,0.17,1672,0,0,1,30.5,1.08,140,3.34,-10.59,4.67,1.4,6.67,17
1349773,0,2.34,20.56,0.17,1674,0,0,1,30.5,1.08,140,3.34,-10.59,4.7,1.4,6.67,17
1349841,0,2.34,20.56,0.17,1678,0,0,1,30,1.08,140,3.34,-10.59,4.7,1.4,6.67,17
1349913,0,2.34,20.56,0.17,1682,0,0,1,30,1.07,140,3.34,-10.59,4.7,1.4,6.67,17
1349973,0,2.34,20.56,0.17,1676,0,0,1,29.5,1.07,140,3.34,-10.59,4.7,1.4,6.67,17
1350041,0,2.34,20.56,0.17,1680,0,0,1,29.5,1.07,140,3.34,-10.59,4.7,1.4,6.27,17
1350108,0,2.34,20.56,0.17,1669,0,0,1,29,1.07,140,3.34,-10.59,4.7,1.4,6.67,17
1350177,0,2.34,20.56,0.17,1653,0,0,1,28.5,1.07,140,3.34,-10.59,4.7,1.4,6.67,17
1350242,0,2.34,20.56,0.17,1664,0,0,1,13,2.5,140,3.34,-10.59,4.7,1.4,6.67,17
1350309,0,2.34,20.56,0.17,1664,0,0,1,13,2.5,140,3.34,-10.59,4.75,1.4,6.67,17
1350376,0,2.34,20.56,0.18,1687,0,0,1,12.5,2.51,140,3.48,-10.45,4.98,1.42,7.06,17
1350442,0,2.34,20.56,0.18,1676,0,0,1,15.5,2.47,140,3.34,-10.59,4.98,1.42,7.06,17
1350510,0,2.34,20.56,0.18,1648,0,0,1,18.5,2.45,140,3.34,-10.59,4.98,1.42,7.06,17
1350577,0,2.34,20.56,0.18,1687,0,0,1,21.5,2.52,140,3.19,-10.74,5.12,1.46,7.45,17
1350644,0,2.34,20.56,0.19,1689,0,0,1,23.5,2.54,140,3.34,-10.59,5.46,1.46,7.45,17
1350713,0,2.34,20.56,0.19,1664,0,0,1,26,2.86,140,3.34,-10.59,5.54,1.48,7.45,17
1350778,0,2.34,20.56,0.2,1669,0,0,1,29,2.89,140,3.48,-10.45,5.6,1.46,7.45,17
1350844,0,2.34,20.56,0.2,1700,0,0,1,32,2.93,140,3.48,-10.45,5.54,1.46,7.45,17
1350914,0,2.34,20.44,0.2,1708,0,0,1,34,2.89,140,3.48,-10.45,5.35,1.44,7.06,17
1350978,0,2.34,18.38,0.19,1695,0,0,1,37,2.87,140,3.34,-10.45,4.78,1.4,6.67,17
1351045,0,2.34,16.88,0.18,1696,0,0,1,37,2.52,140,3.34,-10.59,4.65,1.4,6.27,17
1351112,0,2.34,15.27,0.18,1712,0,0,1,36.5,1.09,140,3.19,-10.74,4.62,1.38,6.27,17
1351178,0,2.34,14.36,0.17,1710,0,0,1,36.5,1.08,140,3.19,-10.74,4.6,1.4,6.67,17
1351247,0,2.34,13.67,0.17,1699,0,0,1,36,1.09,140,3.19,-10.74,4.62,1.4,6.67,17
1351315,0,2.34,13.09,0.17,1711,0,0,1,36,1.1,140,3.19,-10.74,4.6,1.4,6.67,17
1351381,0,2.34,13.21,0.17,1703,0,0,1,35.5,1.1,140,3.19,-10.74,4.6,1.4,6.67,17
1351447,0,2.34,13.55,0.17,1706,0,0,1,35.5,1.1,140,3.19,-10.74,4.65,1.4,6.67,17
1351514,0,2.34,14.24,0.17,1709,0,0,1,35,1.1,140,3.19,-10.74,4.65,1.4,6.67,17
1351582,0,2.34,15.16,0.17,1715,0,0,1,35,1.1,140,3.19,-10.74,4.65,1.4,6.67,17
1351651,0,2.34,16.54,0.17,1727,0,0,1,34.5,1.1,140,3.19,-10.74,4.65,1.4,6.67,17
1351715,0,2.34,17.11,0.17,1721,0,0,1,34.5,1.09,140,3.19,-10.74,4.6,1.4,6.67,17
1351782,0,2.34,18.26,0.17,1714,0,0,1,34,1.09,140,3.19,-10.74,4.65,1.4,6.67,17
1351850,0,2.34,19.52,0.17,1734,0,0,1,34,1.11,140,3.19,-10.74,4.65,1.4,6.67,17
1351916,0,2.34,20.21,0.17,1728,0,0,1,33.5,1.1,140,3.19,-10.74,4.65,1.4,6.67,17
1351983,0,2.34,20.56,0.17,1710,0,0,1,33.5,1.09,138,3.19,-10.74,4.65,1.4,6.67,17
1352050,0,2.34,20.56,0.17,1707,0,0,1,33,1.11,138,3.19,-10.74,4.67,1.4,6.67,17
1352117,0,2.34,20.56,0.17,1727,0,0,1,33,1.11,138,3.19,-10.74,4.65,1.4,6.67,17
1352184,0,2.34,20.56,0.17,1718,0,0,1,32.5,1.11,138,3.19,-10.74,4.7,1.4,6.67,17
1352251,0,2.34,20.56,0.17,1698,0,0,1,32,1.09,138,3.19,-10.74,4.65,1.4,6.67,17
